,Market,Time,Open,High,Low,Close,Volume,Value,No. Trades,Taker Buy Volume,Taker Buy Value
2679,BTCUSDT,2018-01-02 20:39:00,15000.1,15002.98,14939.21,14939.21,21.971449,329087.11100958,129,6.020296,90238.92841122
2680,BTCUSDT,2018-01-02 20:40:00,14939.32,14969.97,14918.85,14938.0,17.645094,263674.04626511,127,7.539414,112696.78718514
2681,BTCUSDT,2018-01-02 20:41:00,14938.0,14950.0,14922.02,14936.06,21.860182,326523.93285956,166,15.384794,229815.8434442
2682,BTCUSDT,2018-01-02 20:42:00,14936.06,15000.0,14922.02,14940.02,26.131372,390398.80863733,126,16.618646,248282.7278394
2683,BTCUSDT,2018-01-02 20:43:00,14940.02,14979.99,14940.0,14979.99,15.220374,227529.09575862,125,9.321046,139367.10189432
2684,BTCUSDT,2018-01-02 20:44:00,14979.98,14980.01,14949.99,14955.01,9.546849,142878.88130998,99,4.556888,68236.8023228
2685,BTCUSDT,2018-01-02 20:45:00,14973.97,14975.0,14930.04,14974.0,14.897476,222805.58381053,126,5.659753,84682.1985248
2686,BTCUSDT,2018-01-02 20:46:00,14974.0,14974.0,14935.99,14950.04,18.122967,271023.2341583,96,13.025683,194826.0886323
2687,BTCUSDT,2018-01-02 20:47:00,14950.04,14973.86,14936.04,14950.0,8.220257,122950.48271772,79,5.49852,82262.06314343
2688,BTCUSDT,2018-01-02 20:48:00,14972.6,14973.84,14941.01,14955.02,8.512667,127330.30640093,137,6.386374,95539.31316911
2689,BTCUSDT,2018-01-02 20:49:00,14955.05,14971.07,14950.0,14955.0,13.023114,194905.64641654,63,10.667275,159675.16083279
2690,BTCUSDT,2018-01-02 20:50:00,14955.02,14969.93,14902.98,14947.99,21.132243,315894.83006016,120,12.002209,179483.31004767
